Country,RDns,Ip,Service,Version,ExtraInfo,Url,Port,Os,Banner,Title,Hostname,Device,App,HttpCode
India,ec2-13-127-58-70.ap-south-1.compute.amazonaws.com,13.127.58.70,https,2.4.49,,https://13.127.58.70:443,443,Unix,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:54:07 GMT
Server: Apache/2.4.49 (Unix) OpenSSL","[""User's blog \u2013 Just another WordPress site""]",,,Apache httpd,0
Germany,sea.devonian.nl,194.163.181.104,https,2.4.49,,https://194.163.181.104:443,443,FreeBSD,"HTTP/1.1 400 Bad Request
Date: Mon, 11 Oct 2021 01:53:33 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1k-freebsd
Strict-Tr","[""400 Bad Request""]",,,Apache httpd,0
India,ec2-13-126-20-70.ap-south-1.compute.amazonaws.com,13.126.20.70,https,2.4.49,,https://13.126.20.70:443,443,Unix,"HTTP/1.1  200 OK
Vary: Accept-Encoding
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:54:07 GMT
Server: Apache","[""User's Blog! \u2013 Just another WordPress site""]",,,Apache httpd,0
Japan,ec2-13-113-22-237.ap-northeast-1.compute.amazonaws.com,13.113.22.237,https,2.4.49,,https://13.113.22.237:443,443,Unix,"HTTP/1.1 400 Bad Request
Date: Mon, 11 Oct 2021 01:54:02 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1d
Content-Length: 362","[""400 Bad Request""]",,,Apache httpd,0
Japan,ec2-13-113-253-214.ap-northeast-1.compute.amazonaws.com,13.113.253.214,https,2.4.49,,https://13.113.253.214:443,443,FreeBSD,"HTTP/1.1  400 Bad Request
Set-Cookie: oci6jaacjwsx=lnfpv1rcbrqjaqclgc80nks7o1; path=/; secure; HttpOnly; SameSite=Lax
oc_session","[""Nextcloud""]",,,Apache httpd,0
Japan,ec2-13-113-253-214.ap-northeast-1.compute.amazonaws.com,13.113.253.214,https,2.4.49,,https://13.113.253.214:443,443,FreeBSD,"HTTP/1.1  400 Bad Request
Set-Cookie: oci6jaacjwsx=lnfpv1rcbrqjaqclgc80nks7o1; path=/; secure; HttpOnly; SameSite=Lax
oc_session","[""Nextcloud""]",,,Apache httpd,0
Republic of Korea,ec2-13-124-239-70.ap-northeast-2.compute.amazonaws.com,13.124.239.70,https,2.4.49,,https://13.124.239.70:443,443,Unix,"HTTP/1.1  200 OK
Etag: ""12f3-5cd8c933e4340-gzip""
Accept-Ranges: bytes
Vary: Accept-Encoding
Content-Type: text/html
Date: Mon, 1","[""Bitnami LAMP""]",,,Apache httpd,0
Germany,kiste3.1nk.de,194.59.206.63,https,2.4.49,,https://194.59.206.63:443,443,Debian,"HTTP/1.1  200 OK
Last-Modified: Thu, 15 Apr 2021 12:53:25 GMT
Etag: ""29cd-5c002595e97a0-gzip""
Accept-Ranges: bytes
Content-Type:","[""Apache2 Debian Default Page: It works""]",,,Apache httpd,0
Germany,,194.49.74.75,https,2.4.49,(Unix),https://194.49.74.75:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:54:23 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Mon, 04 Oct 2021 08:06:40 GMT","[""baggerboerse.de""]",,web application,Apache httpd,0
Germany,vmi659413.contaboserver.net,194.163.178.183,https,2.4.49,,https://194.163.178.183:443,443,Ubuntu,"HTTP/1.0  302 Found
Date: Mon, 11 Oct 2021 01:53:32 GMT
Server: Apache/2.4.49 (Ubuntu)
Upgrade: h2,h2c
Connection: Upgrade, clos",,,,Apache httpd,0
Germany,vmi662781.contaboserver.net,194.163.181.228,https,2.4.49,,https://194.163.181.228:443,443,codeit,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (codeit) OpenSSL/1.1.1l PHP/5.6.40
Set-Cookie: laravel_session=eyJpdiI6Im5HNlI2YWpuZkVLOD","[""OmanAddress""]",,,Apache httpd,0
Poland,stima.crls.pl,194.169.228.21,https,2.4.49,,https://194.169.228.21:443,443,FreeBSD,"HTTP/1.1  200 OK
Pragma: no-cache
Content-Length: 5262
Content-Type: text/html; charset=utf-8
Date: Mon, 11 Oct 2021 01:53:33 GM","[""STIMA""]",,,Apache httpd,0
Turkey,,194.169.120.149,https,2.4.49,,https://194.169.120.149:443,443,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:53:31 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
X-Frame-Options: SA","[""Hitit Sosyal""]",,,Apache httpd,0
United States,,174.143.224.215,https,2.4.49,,https://174.143.224.215:443,443,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:52:02 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l mod_jk/1.2.42
Last-Modified: M",,,,Apache httpd,0
Thailand,,61.19.103.203,https,2.4.49,,https://61.19.103.203:443,443,codeit,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 01:49:30 GMT
Server: Apache/2.4.49 (codeit) OpenSSL/1.1.1l PHP/7.4.24
Upgrade: h2
","[""\u0e1d\u0e48\u0e32\u0e22\u0e07\u0e32\u0e19\u0e2a\u0e32\u0e23\u0e2a\u0e19\u0e40\u0e17\u0e28\u0e42\u0e23\u0e07\u0e1e\u0e22\u0e32\u0e1a\u0e32\u0e25\u0e25\u0e33\u0e17\u0e31\u0e1a | Information and Technology""]",,,Apache httpd,0
United States,223.10.223.35.bc.googleusercontent.com,35.223.10.223,http,2.4.49,,http://35.223.10.223:80,80,Win64,"HTTP/1.1  200 OK
X-Powered-By: PHP/7.3.31
Content-Length: 52
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:48",,,,Apache httpd,0
Kenya,static-169-239-254-13.nodeafrica.net,169.239.254.13,https,2.4.49,,https://169.239.254.13:443,443,Ubuntu,"HTTP/1.1 403 Forbidden
Date: Mon, 11 Oct 2021 01:47:16 GMT
Server: Apache/2.4.49 (Ubuntu)
X-Content-Type-Options: nosniff
X-","[""403 Forbidden""]",,,Apache httpd,0
United States,"travelawards-dev.plantsciences.ucdavis.edu.,aida.ucdavis.edu.,internships-dev.plantsciences.ucdavis.edu",169.237.215.54,https,2.4.49,,https://169.237.215.54:443,443,Debian,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 01:47:11 GMT
Server: Apache/2.4.49 (Debian)
Strict-Transport-Security: max-age=6307","[""302 Found""]",,,Apache httpd,0
United States,"internships.plantsciences.ucdavis.edu.,data.horticulture.ucdavis.edu.,field.ucdavis.edu.,grow.ucdavis.edu.,growvm.plantsciences.ucdavis.edu.,gh.ucdavis.edu",169.237.215.36,https,2.4.49,,https://169.237.215.36:443,443,Debian,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 01:47:11 GMT
Server: Apache/2.4.49 (Debian)
Strict-Transport-Security: max-age=6307","[""302 Found""]",,,Apache httpd,0
Russian Federation,17-55-251-80.pride-net.ru,80.251.55.17,https,2.4.49,,https://80.251.55.17:8080,8080,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:31:14 GMT
Server: Apache/2.4.49 (Win64) PHP/7.3.30
X-Powered-By: Fat-Free Framework
X","[""\u0410\u0432\u0442\u043e\u0440\u0438\u0437\u0430\u0446\u0438\u044f""]",,,Apache httpd,0
Russian Federation,25.126.254.80.donpac.ru,80.254.126.25,https,2.4.49,,https://80.254.126.25:8080,8080,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:46:57 GMT
Server: Apache/2.4.49 (Win64)
Last-Modified: Mon, 11 Jun 2007 18:53:14 GMT
",,,,Apache httpd,0
Germany,webstat.hrz.tu-freiberg.de,139.20.68.85,https,2.4.49,,https://139.20.68.85:443,443,FreeBSD,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:46:28 GMT
X-Powered-By: PHP/7.3.30
X-Matomo-Request-Id: 8d5b6
X-Frame-Options: sameor","[""Sign in - Matomo""]",,,Apache httpd,0
Brazil,201-016-169-249.xf-static.ctbcnetsuper.com.br,201.16.169.249,https,2.4.49,,https://201.16.169.249:443,443,FreeBSD,"HTTP/1.1  200 OK
Etag: ""2d-56fda03de3080""
Accept-Ranges: bytes
Content-Length: 45
Content-Type: text/html
Date: Mon, 11 Oct 2021",,,,Apache httpd,0
United Kingdom,cpc158955-nrth5-2-0-cust144.8-4.cable.virginm.net,86.29.110.145,https,2.4.49,,https://86.29.110.145:443,443,FreeBSD,"HTTP/1.1  400 Bad Request
X-Powered-By: PHP/7.4.22
Cache-Control: no-cache, private
Content-Length: 52
Content-Type: text/html; ",,,,Apache httpd,0
Spain,,94.248.90.91,http,2.4.49,,http://94.248.90.91:88,88,Win64,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 01:43:29 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
X-Powered-By: ","[""Welcome to XAMPP""]",,,Apache httpd,0
Germany,ip-5-147-10-183.unitymediagroup.de,5.147.10.183,http,2.4.49,,http://5.147.10.183:80,80,Unix,"HTTP/1.1  200 OK
Set-Cookie: PHPSESSID=vklctla4mivpfbk2me32dllrdg; expires=Wed, 10-Nov-2021 01:42:28 GMT; Max-Age=2592000; path=","[""Pokiheads Server Liste""]",,,Apache httpd,0
Japan,,182.165.93.1,https,2.4.49,,https://182.165.93.1:443,443,Win32,"HTTP/1.1  401 Unauthorized
Date: Mon, 11 Oct 2021 01:42:04 GMT
Server: Apache/2.4.49 (Win32) OpenSSL/1.1.1l
Www-Authenticate: Ba","[""401 Unauthorized""]",,,Apache httpd,0
Japan,mail.dan.co.jp,182.171.67.97,https,2.4.49,,https://182.171.67.97:443,443,FreeBSD,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1h-freebsd
Last-Modified: Wed, 19 Apr 2006 06:20:21 GMT
Vary: Accep","[""Test Page for the SSL/TLS-aware Apache Installation on Web Site""]",,,Apache httpd,0
Brazil,200-98-129-173.clouduol.com.br,200.98.129.173,http-proxy,,,,8080,,"HTTP/1.1  200 OK
Content-Type: text/html
Date: Mon, 11 Oct 2021 01:41:47 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Last-M","[""Test Page for Apache Installation""]",,,,0
Unknown,78.83.201.35.bc.googleusercontent.com,35.201.83.78,http,2.4.49,,http://35.201.83.78:80,80,Unix,"HTTP/1.1  401 Unauthorized
Content-Length: 381
Content-Type: text/html; charset=iso-8859-1
Via: 1.1 google
Date: Mon, 11 Oct 202","[""401 Unauthorized""]",,,Apache httpd,0
Czech,68.96.95.80.static.b26.cz,80.95.96.68,http,2.4.49,,http://80.95.96.68:80,80,centos,"HTTP/1.1  200 OK
X-Xss-Protection: 1; mode=block
Pragma: no-cache
Feature-Policy: autoplay 'self';camera 'none';fullscreen 'self","[""Vodafone Cloudov\u00e9 \u00falo\u017ei\u0161t\u011b""]",,,Apache httpd,0
Netherlands,vps-zap814386-1.zap-srv.com,194.62.157.90,http,2.4.49,,http://194.62.157.90:80,80,Win64,"HTTP/1.1  200 OK
Last-Modified: Wed, 29 Sep 2021 10:15:11 GMT
Etag: ""1d99-5cd1f9af549c0""
Accept-Ranges: bytes
Content-Length: 75","[""Welcome to XAMPP""]",,,Apache httpd,0
United States,dangdeee.com,23.239.0.25,http,2.4.49,,http://23.239.0.25:80,80,FreeBSD,"HTTP/1.1  200 OK
Last-Modified: Sun, 26 Sep 2021 11:00:08 GMT
Etag: ""2d-5cce3e239fb77""
Accept-Ranges: bytes
Content-Length: 45
C",,,,Apache httpd,0
Denmark,0x3ec6305a.static.customer.dk.telia.net,62.198.48.90,http,2.4.49,,http://62.198.48.90:80,80,FreeBSD,"HTTP/1.1  403 Forbidden
Date: Mon, 11 Oct 2021 01:31:50 GMT
Server: Apache/2.4.49 (FreeBSD) PHP/8.0.11
Content-Length: 199
Conte","[""403 Forbidden""]",,,Apache httpd,0
United States,photogravure.lib.uchicago.edu,128.135.53.222,http,2.4.49,,http://128.135.53.222:80,80,FreeBSD,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:30:26 GMT
Server: Apache/2.4.49 (FreeBSD)
Last-Modified: Sat, 02 Oct 2021 16:42:11 GM",,,,Apache httpd,0
United States,sd-dmzweb01.qualcomm.com,199.106.98.54,https,2.4.49,,https://199.106.98.54:443,443,Unix,"HTTP/1.1  200 OK
Last-Modified: Fri, 11 Mar 2016 00:39:04 GMT
Etag: ""d-52dbb286e3a00""
Accept-Ranges: bytes
Content-Length: 13
Co",,,,Apache httpd,0
United States,71-208-239-101.ftmy.qwest.net,71.208.239.101,https,2.4.49,,https://71.208.239.101:443,443,Ubuntu,"HTTP/1.1  301 Moved Permanently
Vary: Accept-Encoding
Upgrade: h2,h2c
Content-Length: 0
Content-Type: text/html; charset=UTF-8
D",,,,Apache httpd,0
Estonia,80-66-246-1.jhv.up.ee,80.66.246.1,http,,,http://80.66.246.1:80,80,,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:29:04 GMT
Upgrade: h2,h2c
Vary: Accept-Encodin","[""GT-Media O\u00dc""]",,,Apache httpd,0
Poland,pandora.e-solutions.net.pl,80.211.241.34,https,2.4.49,,https://80.211.241.34:443,443,FreeBSD,"HTTP/1.1  200 OK
Last-Modified: Fri, 08 Oct 2021 08:55:01 GMT
Etag: ""2d-5cdd388de7059""
Accept-Ranges: bytes
Content-Length: 45
C",,,,Apache httpd,0
Italy,ar.opencaching.nl,80.211.176.147,https,2.4.49,,https://80.211.176.147:443,443,Unix,"HTTP/1.1  401 Unauthorized
Content-Type: text/html; charset=iso-8859-1
Date: Mon, 11 Oct 2021 01:26:51 GMT
Server: Apache/2.4.49","[""401 Unauthorized""]",,,Apache httpd,0
Denmark,x50d24f68.cust.hiper.dk,80.210.79.104,https,2.4.49,,https://80.210.79.104:443,443,Unix,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:26:45 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l
Last-Modified: Sat, 03 Mar 2018",,,,Apache httpd,0
Italy,host119-117-211-80.serverdedicati.aruba.it,80.211.117.119,http,2.4.4,9,http://80.211.117.119:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:26:45 GMT
Server: Apache/2.4.49
Last-Modified: Fri, 18 Jan 2019 10:45:23 GMT
ETag:","[""Apache2 Ubuntu Default Page: It works""]",,web application,Apache httpd,0
United States,drug-yeah.quarantine-pnap.web-hosting.com,199.192.17.103,https,2.4.49,,https://199.192.17.103:443,443,Ubuntu,"HTTP/1.0  404 Not Found
Date: Mon, 11 Oct 2021 01:24:45 GMT
Server: Apache/2.4.49 (Ubuntu)
Cache-Control: no-cache, private
Cont","[""Not Found""]",,,Apache httpd,0
United States,carpal-addition.quarantine-pnap.web-hosting.com,199.192.30.132,https,2.4.49,,https://199.192.30.132:443,443,Ubuntu,"HTTP/1.0  404 Not Found
Connection: close
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:24:24 GMT
Server: Apa","[""Not Found""]",,,Apache httpd,0
United States,199.195.119.35.static.a2webhosting.com,199.195.119.35,https,2.4.49,,https://199.195.119.35:443,443,cPanel,"HTTP/1.1 403 Forbidden
Date: Mon, 11 Oct 2021 01:24:19 GMT
Server: Apache/2.4.49 (cPanel) OpenSSL/1.1.1l mod_bwlimited/1.4
Co","[""403 Forbidden""]",,,Apache httpd,0
United States,mail.smallfruit.org,199.193.209.35,https,2.4.49,(Unix) OpenSSL/1.1.1l PHP/7.4.24,https://199.193.209.35:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:24:11 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l PHP/7.4.24
X-Powered-By: PHP/",,,web application,Apache httpd,0
United States,75-31-75-67.lightspeed.sntcca.sbcglobal.net,75.31.75.67,https,2.4.49,(Debian),https://75.31.75.67:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:23:43 GMT
Server: Apache/2.4.49 (Debian)
Set-Cookie: roundcube_sessid=uud051n8batqn","[""nasledov.com webmail :: Welcome to nasledov.com webmail""]",,web application,Apache httpd,0
Finland,mail.lit.sx,65.21.137.174,http,2.4.49,,http://65.21.137.174:80,80,Debian,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:23:01 GMT
Server: Apache/2.4.49 (Debian)
Last-Modified: Sat, 19 Jun 2021 16:12:09 GMT",,,,Apache httpd,0
Bolivia,,181.115.207.134,https,2.4.49,,https://181.115.207.134:443,443,Fedora,"HTTP/1.1  403 Forbidden
Last-Modified: Fri, 26 Mar 2021 17:49:58 GMT
Etag: ""211a-5be742910bd80""
Accept-Ranges: bytes
Content-Len","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
Bolivia,,181.115.207.132,https,2.4.49,,https://181.115.207.132:443,443,Fedora,"HTTP/1.1  403 Forbidden
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:22:48 GMT
Server: Apache/2.4.49 (Fedora","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
Bolivia,,181.115.207.133,https,2.4.49,,https://181.115.207.133:443,443,Fedora,"HTTP/1.1  403 Forbidden
Last-Modified: Fri, 26 Mar 2021 17:49:58 GMT
Etag: ""211a-5be742910bd80""
Accept-Ranges: bytes
Content-Len","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
Bolivia,,181.115.207.130,https,2.4.49,,https://181.115.207.130:443,443,Fedora,"HTTP/1.1  403 Forbidden
Date: Mon, 11 Oct 2021 01:22:47 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
Last-Modified: Fri, 26","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
Bolivia,,181.115.207.131,https,2.4.49,,https://181.115.207.131:443,443,Fedora,"HTTP/1.1  403 Forbidden
Date: Mon, 11 Oct 2021 01:22:47 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
Last-Modified: Fri, 26","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
United States,38-13-9-218.starry-inc.net,38.13.9.218,https,2.4.49,,https://38.13.9.218:443,443,Unix,"HTTP/1.1  400 Bad Request
Content-Language: en
Expires: Mon, 11 Oct 2021 01:20:54 GMT
Date: Mon, 11 Oct 2021 01:20:54 GMT
Server","[""Bad request!""]",,,Apache httpd,0
United Kingdom,host31-51-176-29.range31-51.btcentralplus.com,31.51.176.29,https,2.4.49,,https://31.51.176.29:443,443,Unix,"HTTP/1.1  403 Forbidden
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l PHP/8.0.11
Vary: accept-language,accept-charset
Accept-Range","[""Access forbidden!""]",,,Apache httpd,0
United States,50-224-97-13-static.hfc.comcastbusiness.net,50.224.97.13,https,2.4.49,,https://50.224.97.13:443,443,Fedora,"HTTP/1.1  302 Found
Set-Cookie: XSRF-TOKEN=j1OhNdYXkfJkv6vA%2BfLNmFHEVlJEozeiX2zXrw3effP9sr8BYgPhnUhycUQ7qHckNvpd3hhBkC6tOkA8HKl",,,,Apache httpd,0
United States,50-232-245-238-static.hfc.comcastbusiness.net,50.232.245.238,https,2.4.49,,https://50.232.245.238:443,443,Unix,"HTTP/1.1  400 Bad Request
Content-Type: text/html; charset=utf-8
Content-Language: en
Expires: Mon, 11 Oct 2021 01:19:14 GMT
Dat","[""Bad request!""]",,,Apache httpd,0
United Kingdom,,217.30.119.42,https,2.4.49,,https://217.30.119.42:443,443,Win64,"HTTP/1.1  200 OK
X-Xss-Protection: 1; mode=block
Expires: Mon, 02 Aug 2000 10:00:00 GMT
Cache-Control: no-cache
no-store
must-re","[""Sign in to Global Connections (Scotland) Limited Home Portal""]",,,Apache httpd,0
United Kingdom,mysql134.mefoo.com,217.28.20.134,https,2.4.49,,https://217.28.20.134:443,443,Ubuntu,"HTTP/1.1  200 OK
Accept-Ranges: bytes
Vary: Accept-Encoding
Content-Type: text/html
Date: Mon, 11 Oct 2021 01:18:53 GMT
Server: ","[""Apache2 Ubuntu Default Page: It works""]",,,Apache httpd,0
Sweden,,217.31.164.78,https,2.4.49,,https://217.31.164.78:443,443,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:18:50 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
Content-Length: 792","[""Index of /""]",,,Apache httpd,0
Russian Federation,,217.23.185.220,https,2.4.49,,https://217.23.185.220:443,443,Win64,"HTTP/1.1  200 OK
X-Powered-By: PHP/8.0.11
Content-Length: 13
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:18",,,,Apache httpd,0
Latvia,,217.28.48.132,https,2.4.49,,https://217.28.48.132:443,443,Unix,"HTTP/1.1  200 OK
Cache-Control: no-store, no-cache, must-revalidate
post-check=0, pre-check=0, no-transform
X-Ua-Compatible: IE=","[""Latvijas Auto""]",,,Apache httpd,0
Poland,,217.26.185.189,https,2.4.49,,https://217.26.185.189:443,443,Ubuntu,"HTTP/1.1  200 OK
Content-Type: text/html
Date: Mon, 11 Oct 2021 01:18:45 GMT
Strict-Transport-Security: max-age=15768000
Etag: ""","[""Apache's dummy page""]",,,Apache httpd,0
Belarus,,217.21.43.57,https,2.4.49,,https://217.21.43.57:443,443,Unix,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:18:42 GMT
Cache-Control: public
Vary: Accept-Encoding,User-Agent
Content-Type: text/h","[""\u0416\u0423\u0420\u041d\u0410\u041b\u042b \u0411\u0415\u041b\u041e\u0420\u0423\u0421\u0421\u041a\u041e\u0413\u041e \u0413\u041e\u0421\u0423\u0414\u0410\u0420\u0421\u0422\u0412\u0415\u041d\u041d\u041e\u0413\u041e \u0423\u041d\u0418\u0412\u0415\u0420\u0421\u0418\u0422\u0415\u0422\u0410""]",,,Apache httpd,0
United States,ec2-204-236-221-118.compute-1.amazonaws.com,204.236.221.118,https,2.4.49,,https://204.236.221.118:443,443,Unix,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021 01:18:33 GMT
Server: Apache/2.4.49 (Unix) OpenSSL","[""User's blog \u2013 Just another WordPress site""]",,,Apache httpd,0
United States,,173.214.176.38,http,,,http://173.214.176.38:80,80,,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:18:04 GMT
Server: Apache/2.4.49
Last-Modified: Wed, 09 Jun 2021 14:09:18 GMT
Accept-R",,,,Apache httpd,0
South Africa,,102.37.104.110,https,2.4.49,,https://102.37.104.110:443,443,Unix,"HTTP/1.1  200 OK
X-Page-Name: home
Date: Mon, 11 Oct 2021 01:17:41 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1d mod_wsgi/4.7.","[""Utake Coffee""]",,,Apache httpd,0
United States,unassigned.psychz.net,38.98.159.185,https,2.4.49,,https://38.98.159.185:443,443,Win64,"HTTP/1.0 301 Moved Permanently
Date: Mon, 11 Oct 2021 01:17:30 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/7.4.24
X-",,,,Apache httpd,0
Germany,,85.199.65.87,https,,,https://85.199.65.87:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:29 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,load balancer,F5 BIG-IP load balancer httpd,0
Germany,,85.202.163.177,https,2.4.49,,https://85.202.163.177:443,443,Win64,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 01:16:41 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/7.4.24
X-Powered-By: ","[""Welcome to XAMPP""]",,,Apache httpd,0
Germany,crcintern1.crc.ag.dns.boreus.de,85.199.65.244,https,2.4.49,(Unix),https://85.199.65.244:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:39 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,web application,Apache httpd,0
Germany,xdsl-85-197-2-243.nc.de,85.197.2.243,https,2.4.49,,https://85.197.2.243:443,443,FreeBSD,"HTTP/1.1 403 Forbidden
Date: Mon, 11 Oct 2021 01:16:26 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1k-freebsd
Strict-Tran","[""403 Forbidden""]",,,Apache httpd,0
Germany,www.corporate-rates-club.de,85.199.64.126,https,,,https://85.199.64.126:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:37 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,load balancer,F5 BIG-IP load balancer httpd,0
Germany,www.derhotel.com.dns.boreus.de,85.199.67.73,https,,,https://85.199.67.73:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:25 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,load balancer,F5 BIG-IP load balancer httpd,0
Germany,storetest.crc.ag.dns.boreus.de,85.199.64.72,https,2.4.49,(Unix),https://85.199.64.72:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:26 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,web application,Apache httpd,0
Germany,www.lcchotels.com.dns.boreus.de,85.199.67.5,https,,,https://85.199.67.5:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:18 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Thu, 23 Sep 2021 11:16:15 GMT","[""Corporate Rates Club""]",,load balancer,F5 BIG-IP load balancer httpd,0
Estonia,,85.194.200.180,https,2.4.49,(FreeBSD) OpenSSL/1.1.1l mod_fcgid/2.3.9,https://85.194.200.180:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:15 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1l mod_fcgid/2.3.9
Strict-Tra",,,web application,Apache httpd,0
Spain,met.xtec.cat,85.192.77.172,https,2.4.49,(Ubuntu),https://85.192.77.172:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:16:14 GMT
Server: Apache/2.4.49 (Ubuntu)
Last-Modified: Wed, 17 Mar 2021 08:42:37 G","[""Edumet""]",,web application,Apache httpd,0
United States,,75.74.73.39,https,2.4.49,,https://75.74.73.39:443,443,Win64,"HTTP/1.1  200 OK
Date: Mon, 11 Oct 2021 01:09:20 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/7.4.24
X-Powered-By: PHP/7",,,,Apache httpd,0
United States,c-75-67-45-138.hsd1.nh.comcast.net,75.67.45.138,https,2.4.49,,https://75.67.45.138:443,443,Fedora,"HTTP/1.1  301 Moved Permanently
Date: Mon, 11 Oct 2021 01:09:12 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
Location: http","[""301 Moved Permanently""]",,,Apache httpd,0
China,,119.91.127.152,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://119.91.127.152:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 01:08:22 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Upgrade: h2,h2c
Connection:","[""Test Page for Apache Installation""]",,web application,Apache httpd,0
